IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Nov 25, 2020",SPRQ,Spartan Acquisition Corp. II,$10.00,$9.46,-5.40%
"Nov 24, 2020",OZON,Ozon Holdings PLC,$30.00,$11.60,-61.33%
"Nov 24, 2020",VMAR,Vision Marine Technologies Inc.,$10.00,$3.89,-61.10%
"Nov 24, 2020",HFEN,"HF Enterprises, Inc.",$7.00,$6.15,-12.14%
"Nov 24, 2020",GNPK,Genesis Park Acquisition Corp.,$10.00,$10.50,5.00%
"Nov 24, 2020",TINV,Tiga Acquisition Corp.,$10.00,$36.50,265.00%
"Nov 24, 2020",SV,Spring Valley Acquisition Corp.,$10.00,$10.00,-
"Nov 24, 2020",VCVC,10X Capital Venture Acquisition Corp,$10.00,$9.85,-1.50%
"Nov 23, 2020",BREZ,Breeze Holdings Acquisition Corp.,$10.00,$10.76,7.60%
"Nov 20, 2020",SHC,Sotera Health Company,$23.00,$17.99,-21.78%
"Nov 20, 2020",MRVI,"Maravai LifeSciences Holdings, Inc.",$27.00,$13.07,-51.59%
"Nov 20, 2020",ARBG,Aequi Acquisition Corp.,$10.00,$10.24,2.40%
"Nov 20, 2020",KWAC,Kingswood Acquisition Corp.,$10.00,$11.49,14.90%
"Nov 20, 2020",OCA,Omnichannel Acquisition Corp.,$10.00,$10.00,-
"Nov 20, 2020",LSAQ,LifeSci Acquisition II Corp.,$10.00,$9.01,-9.90%
"Nov 20, 2020",CAS,Cascade Acquisition Corp,$10.00,$10.09,0.90%
"Nov 19, 2020",NGMS,NeoGames S.A.,$17.00,$26.77,57.47%
"Nov 19, 2020",YSG,Yatsen Holding Limited,$10.50,$0.99,-90.57%
"Nov 19, 2020",OLMA,"Olema Pharmaceuticals, Inc.",$19.00,$7.87,-58.58%
"Nov 19, 2020",TLS,Telos Corporation,$17.00,$2.46,-85.53%
"Nov 19, 2020",JYAC,Jiya Acquisition Corp.,$10.00,$10.04,0.40%
"Nov 19, 2020",LNFA,L&F Acquisition Corp.,$10.00,$10.57,5.70%
"Nov 19, 2020",CHFW,Consonance-HFW Acquisition Corp.,$10.00,$9.79,-2.10%
"Nov 19, 2020",RTPZ,Reinvent Technology Partners Z,$10.00,$9.79,-2.10%
"Nov 19, 2020",IIAC,Investindustrial Acquisition Corp.,$10.00,$10.14,1.40%
"Nov 18, 2020",PHIC,"Population Health Investment Co., Inc.",$10.00,$10.07,0.70%
"Nov 17, 2020",ZNTE,Zanite Acquisition Corp.,$10.00,$11.32,13.20%
"Nov 17, 2020",DGNS,Dragoneer Growth Opportunities Corp. II,$10.00,$10.20,2.00%
"Nov 17, 2020",PIPP,Pine Island Acquisition Corp.,$10.00,$10.03,0.30%
"Nov 17, 2020",OTRA,OTR Acquisition Corp.,$10.00,$9.91,-0.90%
"Nov 13, 2020",BWAC,Better World Acquisition Corp.,$10.00,$10.88,8.75%
"Nov 13, 2020",DMYI,"dMY Technology Group, Inc. III",$10.00,$10.40,4.00%
"Nov 13, 2020",HAAC,Health Assurance Acquisition Corp.,$10.00,$10.05,0.50%
"Nov 13, 2020",CFAC,CF Finance Acquisition Corp. III,$10.00,$8.97,-10.30%
"Nov 11, 2020",NOAC,Natural Order Acquisition Corp.,$10.00,$10.06,0.60%
"Nov 11, 2020",STIC,Northern Star Acquisition Corp.,$10.00,$12.19,21.90%
"Nov 10, 2020",ADOC,Edoc Acquisition Corp.,$10.00,$11.03,10.30%
"Nov 10, 2020",TSIA,TS Innovation Acquisitions Corp.,$10.00,$10.83,8.30%
"Nov 6, 2020",DBDR,Roman DBDR Tech Acquisition Corp.,$10.00,$9.95,-0.50%
"Oct 30, 2020",LU,Lufax Holding Ltd,$13.50,$1.37,-89.85%
"Oct 30, 2020",AVIR,"Atea Pharmaceuticals, Inc.",$24.00,$3.96,-83.50%
"Oct 30, 2020",CONX,CONX Corp.,$10.00,$10.43,4.30%
"Oct 30, 2020",SQZ,SQZ Biotechnologies Company,$16.00,$0.40,-97.50%
"Oct 30, 2020",JUPW,"Jupiter Wellness, Inc.",$7.50,$0.33,-95.60%
"Oct 30, 2020",NBA,New Beginnings Acquisition Corp.,$10.00,$9.75,-2.50%
"Oct 30, 2020",BHSE,Bull Horn Holdings Corp.,$10.00,$11.95,19.50%
"Oct 29, 2020",ALGM,"Allegro MicroSystems, Inc.",$14.00,$41.25,194.64%
"Oct 29, 2020",LESL,"Leslie's, Inc.",$17.00,$9.39,-44.76%
"Oct 29, 2020",GLTO,"Galecto, Inc.",$15.00,$2.56,-82.93%
"Oct 29, 2020",DSAC,Duddell Street Acquisition Corp.,$10.00,$8.36,-16.40%
"Oct 28, 2020",ABST,Absolute Software Corporation,$11.00,$11.36,3.27%
"Oct 28, 2020",MAX,"MediaAlpha, Inc.",$19.00,$9.30,-51.05%
"Oct 28, 2020",GATO,"Gatos Silver, Inc.",$7.00,$3.71,-47.00%
"Oct 28, 2020",BOAC,Bluescape Opportunities Acquisition Corp.,$10.00,$9.97,-0.30%
"Oct 28, 2020",ROOT,"Root, Inc.",$27.00,$10.98,-59.33%
"Oct 28, 2020",BDSX,"Biodesix, Inc.",$18.00,$1.19,-93.39%
"Oct 28, 2020",ACIC,Atlas Crest Investment Corp.,$10.00,$9.48,-5.20%
"Oct 28, 2020",AJAX,Ajax I,$10.00,$8.72,-12.80%
"Oct 27, 2020",LUXA,Lux Health Tech Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 27, 2020",MACU,Mallard Acquisition Corp.,$10.00,$10.09,0.90%
"Oct 23, 2020",FHTX,Foghorn Therapeutics Inc.,$16.00,$8.65,-45.94%
"Oct 23, 2020",EUCR,Eucrates Biomedical Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 23, 2020",ACAC,Acies Acquisition Corp.,$10.00,$8.39,-16.10%
"Oct 23, 2020",ATAC,Altimar Acquisition Corp.,$10.00,$10.01,0.10%
"Oct 22, 2020",ABCM,Abcam plc,$17.50,$22.97,31.26%
"Oct 22, 2020",MCFE,McAfee Corp.,$20.00,$25.99,29.95%
"Oct 22, 2020",GHLD,Guild Holdings Company,$15.00,$11.95,-20.33%
"Oct 22, 2020",YSAC,Yellowstone Acquisition Company,$10.00,$8.67,-13.30%
"Oct 22, 2020",CTAC,Cerberus Telecom Acquisition Corp.,$10.00,$7.81,-21.90%
"Oct 22, 2020",TEKK,Tekkorp Digital Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 22, 2020",RICE,Rice Acquisition Corp.,$10.00,$18.27,82.70%
"Oct 22, 2020",BLSA,BCLS Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 21, 2020",YGMZ,MingZhu Logistics Holdings Limited,$4.00,$0.87,-78.19%
"Oct 21, 2020",XPOA,"DPCM Capital, Inc.",$10.00,$8.66,-13.40%
"Oct 21, 2020",HIGA,H.I.G. Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 21, 2020",LFTR,Lefteris Acquisition Corp.,$10.00,$10.05,0.50%
"Oct 21, 2020",MSP,Datto Holding Corp.,$27.00,$35.18,30.30%
"Oct 21, 2020",SPNV,"Supernova Partners Acquisition Company, Inc.",$10.00,$8.80,-12.00%
"Oct 21, 2020",SRSA,Sarissa Capital Acquisition Corp.,$10.00,$10.05,0.50%
"Oct 20, 2020",HZON,Horizon Acquisition Corporation II,$10.00,$11.33,13.25%
"Oct 20, 2020",HLXA,Helix Acquisition Corp.,$10.00,$13.25,32.50%
"Oct 20, 2020",DCRB,Decarbonization Plus Acquisition Corporation,$10.00,$10.33,3.30%
"Oct 20, 2020",GWAC,Good Works Acquisition Corp.,$10.00,$10.50,5.00%
"Oct 16, 2020",TARS,"Tarsus Pharmaceuticals, Inc.",$16.00,$18.25,14.06%
"Oct 16, 2020",BTWN,Bridgetown Holdings Limited,$10.00,$10.24,2.40%
"Oct 16, 2020",OPT,Opthea Limited,$13.50,$2.80,-79.26%
"Oct 16, 2020",PRAX,"Praxis Precision Medicines, Inc.",$19.00,$1.14,-94.00%
"Oct 16, 2020",EAR,"Eargo, Inc.",$18.00,$4.70,-73.89%
"Oct 16, 2020",ALGS,"Aligos Therapeutics, Inc.",$15.00,$0.97,-93.56%
"Oct 16, 2020",KRBP,"Kiromic BioPharma, Inc.",$12.00,$2.90,-75.83%
"Oct 16, 2020",TMPM,Turmeric Acquisition Corp.,$10.00,$10.03,0.30%
"Oct 15, 2020",MNSO,MINISO Group Holding Limited,$20.00,$15.59,-22.05%
"Oct 15, 2020",ARRY,"Array Technologies, Inc.",$22.00,$20.83,-5.32%
"Oct 15, 2020",EBC,"Eastern Bankshares, Inc.",$10.00,$11.58,15.80%
"Oct 15, 2020",MOTN,Motion Acquisition Corp.,$10.00,$10.25,2.50%
"Oct 15, 2020",TMTS,Spartacus Acquisition Corporation,$10.00,$10.86,8.60%
"Oct 14, 2020",CDAKQ,"Codiak BioSciences, Inc.",$15.00,$0.00,-99.97%
"Oct 14, 2020",FVAM,5:01 Acquisition Corp.,$10.00,$10.00,-
"Oct 9, 2020",IH,iHuman Inc.,$12.00,$2.86,-76.15%
"Oct 9, 2020",STTK,"Shattuck Labs, Inc.",$17.00,$3.29,-80.65%
"Oct 9, 2020",SPRB,"Spruce Biosciences, Inc.",$15.00,$2.32,-84.53%
"Oct 9, 2020",KRON,"Kronos Bio, Inc.",$19.00,$1.55,-91.84%
"Oct 9, 2020",INTZ,Intrusion Inc.,$8.00,$1.22,-84.75%
"Oct 9, 2020",IPOF,Social Capital Hedosophia Holdings Corp. VI,$10.00,$10.03,0.30%
"Oct 9, 2020",IPOE,Social Capital Hedosophia Holdings Corp. V,$10.00,$20.15,101.50%
"Oct 9, 2020",IPOD,Social Capital Hedosophia Holdings Corp. IV,$10.00,$10.03,0.30%
"Oct 9, 2020",LCY,"Landcadia Holdings III, Inc.",$10.00,$12.17,21.70%
"Oct 8, 2020",FUBO,fuboTV Inc.,$10.00,$1.88,-81.20%
"Oct 8, 2020",AZYO,"Aziyo Biologics, Inc.",$17.00,$2.58,-84.82%
"Oct 8, 2020",PAIC,"Petra Acquisition, Inc.",$10.00,$8.32,-16.80%
"Oct 7, 2020",SQFT,"Presidio Property Trust, Inc.",$5.00,$0.85,-83.07%
"Oct 7, 2020",NGAC,NextGen Acquisition Corporation,$10.00,$8.83,-11.70%
"Oct 7, 2020",PACE,TPG Pace Tech Opportunities Corp.,$10.00,$11.20,12.00%
"Oct 7, 2020",EMPW,Empower Ltd.,$10.00,$9.80,-2.00%
"Oct 7, 2020",MAAC,Montes Archimedes Acquisition Corp.,$10.00,$9.35,-6.50%
"Oct 7, 2020",TPGY,TPG Pace Beneficial Finance Corp.,$10.00,$10.04,0.40%
"Oct 6, 2020",FMAC,FirstMark Horizon Acquisition Corp.,$10.00,$9.63,-3.70%
"Oct 2, 2020",ASO,"Academy Sports and Outdoors, Inc.",$13.00,$49.76,282.77%
"Oct 2, 2020",AVAN,Avanti Acquisition Corp.,$10.00,$10.04,0.40%
"Oct 2, 2020",VYGG,Vy Global Growth,$10.00,$10.05,0.50%
"Oct 2, 2020",CCCC,"C4 Therapeutics, Inc.",$19.00,$2.89,-84.79%
"Oct 2, 2020",IMNM,"Immunome, Inc.",$12.00,$5.57,-53.58%
"Oct 2, 2020",ONCR,"Oncorus, Inc.",$15.00,$0.04,-99.73%
"Oct 2, 2020",IACA,ION Acquisition Corp 1 Ltd.,$10.00,$10.54,5.40%
"Oct 2, 2020",APSG,Apollo Strategic Growth Capital,$10.00,$7.39,-26.10%
"Oct 2, 2020",VGAC,VG Acquisition Corp.,$10.00,$10.99,9.90%
"Oct 2, 2020",ASAQ,Atlantic Street Acquisition Corp.,$10.00,$10.03,0.30%
"Oct 2, 2020",SEAH,Sports Entertainment Acquisition Corp.,$10.00,$8.01,-19.90%
"Oct 1, 2020",AVO,"Mission Produce, Inc.",$12.00,$12.10,0.83%
"Oct 1, 2020",THRY,"Thryv Holdings, Inc.",$10.17,$24.32,139.13%
"Oct 1, 2020",LUNG,Pulmonx Corporation,$19.00,$12.88,-32.21%
"Oct 1, 2020",RCHG,Recharge Acquisition Corp.,$10.00,$10.12,1.20%
"Oct 1, 2020",IGAC,IG Acquisition Corp.,$10.00,$10.12,1.20%
"Oct 1, 2020",LXEH,"Lixiang Education Holding Co., Ltd.",$9.25,$0.67,-92.76%
"Oct 1, 2020",AGC,Altimeter Growth Corp.,$10.00,$11.01,10.10%
"Oct 1, 2020",IMPX,AEA-Bridges Impact Corp.,$10.00,$9.39,-6.10%
"Sep 30, 2020",PLTR,Palantir Technologies Inc.,$7.25,$14.03,93.52%
"Sep 30, 2020",ASAN,"Asana, Inc.",$21.00,$22.53,7.29%
"Sep 30, 2020",CD,Chindata Group Holdings Limited,$13.50,$7.23,-46.44%
"Sep 30, 2020",YALA,Yalla Group Limited,$7.50,$4.12,-45.07%
"Sep 30, 2020",BQ,Boqii Holding Limited,$10.00,$1.93,-80.70%
"Sep 30, 2020",VSPR,Vesper Healthcare Acquisition Corp.,$10.00,$12.49,24.90%
"Sep 30, 2020",FGNA,FG New America Acquisition Corp.,$10.00,$9.97,-0.30%
"Sep 30, 2020",CLII,Climate Change Crisis Real Impact I Acquisition Corporation,$10.00,$14.36,43.60%
"Sep 30, 2020",QELL,Qell Acquisition Corp.,$10.00,$9.41,-5.90%
"Sep 29, 2020",ORPHY,Orphazyme A/S,$11.00,-,-
"Sep 25, 2020",PMVP,"PMV Pharmaceuticals, Inc.",$18.00,$5.85,-67.50%
"Sep 25, 2020",PRLD,Prelude Therapeutics Incorporated,$19.00,$4.70,-75.26%
"Sep 25, 2020",GLSI,"Greenwich LifeSciences, Inc.",$5.75,$9.65,67.83%
"Sep 25, 2020",GRAY,"Graybug Vision, Inc.",$16.00,$5.50,-65.63%
"Sep 25, 2020",VIAO,VIA optronics AG,$15.00,$2.50,-83.33%
"Sep 25, 2020",AMST,Amesite Inc.,$5.00,$3.94,-21.20%
"Sep 25, 2020",SYTA,Siyata Mobile Inc.,$7.25,$0.09,-98.72%
"Sep 25, 2020",FTIV,FinTech Acquisition Corp. IV,$10.00,$13.28,32.80%
"Sep 25, 2020",VACQ,Vector Acquisition Corporation,$10.00,$11.57,15.70%
"Sep 24, 2020",TSHA,"Taysha Gene Therapies, Inc.",$20.00,$0.66,-96.70%
"Sep 24, 2020",PDAC,Peridot Acquisition Corp.,$10.00,$11.23,12.30%
"Sep 23, 2020",BSY,"Bentley Systems, Incorporated",$22.00,$51.72,135.09%
"Sep 23, 2020",GDRX,"GoodRx Holdings, Inc.",$33.00,$5.46,-83.45%
"Sep 23, 2020",CRSR,"Corsair Gaming, Inc.",$17.00,$17.20,1.18%
"Sep 23, 2020",LSF,"Laird Superfood, Inc.",$22.00,$0.83,-96.23%
"Sep 23, 2020",ACTC,ArcLight Clean Transition Corp.,$10.00,$18.09,80.90%
"Sep 23, 2020",VIH,VPC Impact Acquisition Holdings,$10.00,$9.36,-6.40%
"Sep 23, 2020",ASPL,Aspirational Consumer Lifestyle Corp.,$10.00,$9.93,-0.70%
"Sep 22, 2020",PMVC,PMV Consumer Acquisition Corp.,$10.00,$10.02,0.20%
"Sep 22, 2020",FCAC,Falcon Capital Acquisition Corp.,$10.00,$9.00,-10.00%
"Sep 18, 2020",U,Unity Software Inc.,$52.00,$37.47,-27.94%
"Sep 18, 2020",VTRU,Vitru Limited,$16.00,$16.00,-
"Sep 18, 2020",CMPS,COMPASS Pathways plc,$17.00,$7.86,-53.76%
"Sep 18, 2020",NMMC,North Mountain Merger Corp.,$10.00,$10.02,0.20%
"Sep 18, 2020",ATHA,"Athira Pharma, Inc.",$17.00,$2.94,-82.71%
"Sep 18, 2020",AHAC,Alpha Healthcare Acquisition Corp.,$10.00,$10.96,9.60%
"Sep 17, 2020",BNL,"Broadstone Net Lease, Inc.",$17.00,$15.20,-10.59%
"Sep 17, 2020",SUMO,"Sumo Logic, Inc.",$22.00,$12.04,-45.27%
"Sep 17, 2020",PTVE,Pactiv Evergreen Inc.,$14.00,$7.35,-47.50%
"Sep 17, 2020",DYN,"Dyne Therapeutics, Inc.",$19.00,$10.50,-44.74%
"Sep 17, 2020",AMWL,American Well Corporation,$18.00,$2.12,-88.22%
"Sep 17, 2020",OACB,Oaktree Acquisition Corp. II,$10.00,$9.38,-6.20%
"Sep 17, 2020",STWO,ACON S2 Acquisition Corp.,$10.00,$8.21,-17.90%
"Sep 17, 2020",RTP,Reinvent Technology Partners,$10.00,$10.03,0.30%
"Sep 16, 2020",SNOW,Snowflake Inc.,$120.00,$178.25,48.54%
"Sep 16, 2020",FROG,JFrog Ltd.,$44.00,$26.54,-39.68%
"Sep 16, 2020",STEP,StepStone Group Inc.,$18.00,$23.05,28.06%
"Sep 16, 2020",EQD,Equity Distribution Acquisition Corp.,$10.00,$10.02,0.20%
"Sep 16, 2020",MTCR,"Metacrine, Inc.",$13.00,$0.58,-95.53%
"Sep 16, 2020",ENPC,Executive Network Partnering Corporation,$25.00,$9.25,-63.00%
"Sep 15, 2020",OM,"Outset Medical, Inc.",$27.00,$21.54,-20.22%
"Sep 15, 2020",SAII,"Software Acquisition Group, Inc. II",$10.00,$8.98,-10.20%
"Sep 15, 2020",SBG,Sandbridge Acquisition Corporation,$10.00,$8.84,-11.60%
"Sep 11, 2020",LSPD,Lightspeed Commerce Inc.,$30.50,$15.00,-50.82%
"Sep 11, 2020",LEAP,"Ribbit LEAP, Ltd.",$10.00,$10.02,0.20%
"Sep 11, 2020",TWCT,TWC Tech Holdings II Corp.,$10.00,$10.06,0.60%
"Sep 11, 2020",BSN,Broadstone Acquisition Corp.,$10.00,$10.68,6.80%
"Sep 11, 2020",SNPR,Tortoise Acquisition Corp. II,$10.00,$9.30,-7.00%
"Sep 10, 2020",PIAI,Prime Impact Acquisition I,$10.00,$10.69,6.90%
"Sep 10, 2020",NSH,"NavSight Holdings, Inc.",$10.00,$9.41,-5.90%
"Sep 10, 2020",SVAC,Starboard Value Acquisition Corp.,$10.00,$9.55,-4.50%
"Sep 9, 2020",ITAC,"Industrial Tech Acquisitions, Inc.",$10.00,$8.20,-18.00%
"Sep 9, 2020",CRHC,Cohn Robbins Holdings Corp.,$10.00,$10.00,-
"Sep 6, 2020",HEC,Hudson Executive Investment Corp.,$10.00,$8.52,-14.80%
"Sep 4, 2020",TWND,Tailwind Acquisition Corp.,$10.00,$9.72,-2.50%
"Sep 4, 2020",CAPA,HighCape Capital Acquisition Corp.,$10.00,$10.68,6.80%
"Sep 3, 2020",BCTG,BCTG Acquisition Corp.,$10.00,$10.20,2.00%
"Sep 3, 2020",INAQ,INSU Acquisition Corp. II,$10.00,$18.00,80.00%
"Sep 2, 2020",CMLF,"CM Life Sciences, Inc.",$10.00,$11.60,16.00%
"Sep 1, 2020",PRFX,PainReform Ltd.,$8.00,$0.49,-93.88%
"Aug 31, 2020",AUVI,"Applied UV, Inc.",$5.00,$0.95,-81.10%
"Aug 28, 2020",GP,GreenPower Motor Company Inc.,$20.00,$2.61,-86.97%
"Aug 28, 2020",HCDI,"Harbor Custom Development, Inc.",$6.00,$3.21,-46.50%
"Aug 27, 2020",XPEV,XPeng Inc.,$15.00,$9.90,-34.00%
"Aug 27, 2020",CFII,CF Finance Acquisition Corp. II,$10.00,$9.19,-8.10%
"Aug 27, 2020",BTAQ,Burgundy Technology Acquisition Corporation,$10.00,$10.04,0.40%
"Aug 26, 2020",FTOC,FTAC Olympus Acquisition Corp.,$10.00,$10.76,7.60%
"Aug 21, 2020",KYMR,"Kymera Therapeutics, Inc.",$20.00,$22.97,14.85%
"Aug 21, 2020",NNOX,Nano-X Imaging Ltd.,$18.00,$15.83,-12.06%
"Aug 21, 2020",FST,FAST Acquisition Corp.,$10.00,$10.18,1.80%
"Aug 21, 2020",HZAC,Horizon Acquisition Corp.,$10.00,$12.29,22.90%
"Aug 21, 2020",CLA,Colonnade Acquisition,$10.00,$12.00,20.00%
"Aug 19, 2020",HRMY,"Harmony Biosciences Holdings, Inc.",$24.00,$36.03,50.13%
"Aug 19, 2020",INBX,"Inhibrx, Inc.",$17.00,$26.22,54.24%
"Aug 19, 2020",BFT,Foley Trasimene Acquisition II,$10.00,$15.10,51.00%
"Aug 18, 2020",NGA,Northern Genesis Acquisition Corp.,$10.00,$16.17,61.70%
"Aug 18, 2020",FIII,Forum Merger III Corporation,$10.00,$10.19,1.90%
"Aug 18, 2020",STPK,Star Peak Energy Transition Corp.,$10.00,$26.61,166.10%
"Aug 18, 2020",AONE,One,$10.00,$8.56,-14.40%
"Aug 14, 2020",CVAC,CureVac N.V.,$16.00,$12.25,-23.44%
"Aug 14, 2020",DCT,"Duck Creek Technologies, Inc.",$27.00,$18.99,-29.67%
"Aug 14, 2020",DMYD,"dMY Technology Group, Inc. II",$10.00,$16.21,62.10%
"Aug 14, 2020",DGNR,Dragoneer Growth Opportunities Corp.,$10.00,$9.26,-7.40%
"Aug 14, 2020",LCAP,Lionheart Acquisition Corp. II,$10.00,$10.78,7.80%
"Aug 13, 2020",BEKE,KE Holdings Inc.,$20.00,$14.94,-25.30%
"Aug 13, 2020",NTST,NETSTREIT Corp.,$18.00,$17.26,-4.11%
"Aug 13, 2020",RBAC,RedBall Acquisition Corp.,$10.00,-,-
"Aug 12, 2020",KBNT,"Kubient, Inc.",$5.00,$0.48,-90.40%
"Aug 12, 2020",FSDC,FS Development Corp.,$10.00,$12.66,26.60%
"Aug 12, 2020",FAII,Fortress Value Acquisition Corp. II,$10.00,$10.28,2.80%
"Aug 7, 2020",IBEX,IBEX Limited,$19.00,$20.90,10.00%
"Aug 7, 2020",FRLN,Freeline Therapeutics Holdings plc,$18.00,$2.45,-86.39%
"Aug 7, 2020",VMAC,"Vistas Media Acquisition Company, Inc.",$10.00,$9.83,-1.70%
"Aug 7, 2020",CMPI,"Checkmate Pharmaceuticals, Inc.",$15.00,-,-
"Aug 7, 2020",ARYA,ARYA Sciences Acquisition Corp. III,$10.00,$11.16,11.60%
"Aug 6, 2020",RKT,"Rocket Companies, Inc.",$18.00,$8.61,-52.17%
"Aug 6, 2020",OSH,"Oak Street Health, Inc.",$21.00,$39.00,85.71%
"Aug 6, 2020",AFIB,"Acutus Medical, Inc.",$18.00,$0.89,-95.06%
"Aug 6, 2020",KSMT,Kismet Acquisition One Corp.,$10.00,$10.49,4.90%
"Aug 6, 2020",GRSV,"Gores Holdings V, Inc.",$10.00,$10.59,5.90%
"Aug 5, 2020",GOAC,GO Acquisition Corp.,$10.00,-,-
"Aug 5, 2020",BIGC,"BigCommerce Holdings, Inc.",$24.00,$9.09,-62.13%
"Aug 5, 2020",RXT,"Rackspace Technology, Inc.",$21.00,$1.91,-90.90%
"Aug 5, 2020",HOL,"Holicity, Inc.",$10.00,$12.35,23.50%
"Aug 5, 2020",BOWX,BowX Acquisition Corp.,$10.00,$10.38,3.80%
"Aug 4, 2020",HSAQ,Health Sciences Acquisitions Corporation 2,$10.00,$13.31,33.10%
"Aug 4, 2020",YAC,Yucaipa Acquisition Corp.,$10.00,$9.93,-0.70%
"Jul 31, 2020",VITL,"Vital Farms, Inc.",$22.00,$13.18,-40.09%
"Jul 31, 2020",ETAC,E.merge Technology Acquisition Corp.,$10.00,$10.06,0.60%
"Jul 31, 2020",VSTA,Vasta Platform Limited,$19.00,$3.62,-80.95%
"Jul 31, 2020",FTHM,Fathom Holdings Inc.,$10.00,$6.70,-33.00%
"Jul 31, 2020",POL,Polished.com Inc.,$9.00,$0.43,-95.21%
"Jul 31, 2020",NHIC,NewHold Investment Corp.,$10.00,$9.55,-4.50%
"Jul 31, 2020",PRPB,CC Neuberger Principal Holdings II,$10.00,$9.35,-6.50%
"Jul 30, 2020",LI,Li Auto Inc.,$11.50,$33.22,188.87%
"Jul 30, 2020",ALVR,"AlloVir, Inc.",$17.00,$3.28,-80.71%
"Jul 30, 2020",CCIV,Churchill Capital Corp. IV,$10.00,$24.25,142.50%
"Jul 29, 2020",VERX,"Vertex, Inc.",$19.00,$18.95,-0.26%
"Jul 28, 2020",ACEV,ACE Convergence Acquisition Corp.,$10.00,$10.48,4.80%
"Jul 24, 2020",ITOS,"iTeos Therapeutics, Inc.",$19.00,$13.73,-27.74%
"Jul 24, 2020",NRIX,"Nurix Therapeutics, Inc.",$19.00,$10.01,-47.32%
"Jul 24, 2020",INZY,"Inozyme Pharma, Inc.",$16.00,$5.51,-65.56%
"Jul 24, 2020",ANNX,"Annexon, Inc.",$17.00,$3.48,-79.53%
"Jul 24, 2020",ACND,Ascendant Digital Acquisition Corp.,$10.00,$9.52,-4.80%
"Jul 24, 2020",GRCYF,Greencity Acquisition Corporation,-,-,-
"Jul 23, 2020",MEG,"Montrose Environmental Group, Inc.",$15.00,$40.03,166.87%
"Jul 23, 2020",ERES,East Resources Acquisition Company,$10.00,$10.26,2.60%
"Jul 23, 2020",EDTK,Skillful Craftsman Education Technology Limited,$5.00,$1.36,-72.80%
"Jul 22, 2020",PSTH,"Pershing Square Tontine Holdings, Ltd.",$20.00,$20.14,0.70%
"Jul 22, 2020",JAMF,Jamf Holding Corp.,$26.00,$18.41,-29.19%
"Jul 22, 2020",PSAC,Property Solutions Acquisition Corp.,$10.00,$13.78,37.80%
"Jul 17, 2020",ALXO,ALX Oncology Holdings Inc.,$19.00,$7.75,-59.21%
"Jul 17, 2020",RNLX,Renalytix Plc,$13.50,$2.01,-85.11%
"Jul 17, 2020",CELL,PhenomeX Inc.,-,$0.55,-
"Jul 17, 2020",DFHT,Deerfield Healthcare Technology Acquisitions Corp.,$10.00,$14.92,49.20%
"Jul 17, 2020",PAND,"Pandion Therapeutics, Inc.",$18.00,$60.05,233.61%
"Jul 16, 2020",RLAY,"Relay Therapeutics, Inc.",$20.00,$11.87,-40.65%
"Jul 16, 2020",TIG,"Trean Insurance Group, Inc.",$15.00,-,-
"Jul 15, 2020",GOCO,"GoHealth, Inc.",$21.00,$19.38,-7.71%
"Jul 15, 2020",HPX,HPX Corp.,$10.00,$16.69,66.90%
"Jul 15, 2020",MLAC,Malacca Straits Acquisition Company Limited,$10.00,$10.53,5.30%
"Jul 15, 2020",DEH,D8 Holdings Corp.,$10.00,$11.57,15.70%
"Jul 14, 2020",NCNO,"nCino, Inc.",$31.00,$30.01,-3.19%
"Jul 14, 2020",AACQ,"Artius Acquisition, Inc",$10.00,$9.99,-0.10%
"Jul 13, 2020",PTK,PTK Acquisition Corp.,$10.00,$7.28,-27.20%
"Jul 10, 2020",NKTX,"Nkarta, Inc.",$18.00,$4.62,-74.33%
"Jul 10, 2020",PSTX,"Poseida Therapeutics, Inc.",$16.00,$2.35,-85.31%
"Jul 10, 2020",IVA,Inventiva S.A.,$14.40,$4.25,-70.49%
"Jul 10, 2020",QH,Quhuo Limited,$10.00,$2.13,-78.70%
"Jul 8, 2020",BLCT,BlueCity Holdings Ltd.,$16.00,$1.54,-90.38%
"Jul 8, 2020",TXAC,Therapeutics Acquisition Corp.,$10.00,$12.96,29.60%
"Jul 8, 2020",RACA,Therapeutics Acquisition Corp.,$10.00,$10.27,2.74%
"Jul 2, 2020",LMND,"Lemonade, Inc.",$29.00,$16.87,-41.83%
"Jul 2, 2020",ACCD,"Accolade, Inc.",$22.00,$12.66,-42.45%
"Jul 2, 2020",CPSR,Capstar Special Purpose Acquisition Corp.,$10.00,$7.36,-26.40%
"Jul 1, 2020",DNB,"Dun & Bradstreet Holdings, Inc.",$22.00,$11.07,-49.68%
"Jul 1, 2020",PANA,Panacea Acquisition Corp.,$10.00,$10.42,4.20%
"Jun 30, 2020",ADTX,"Aditxt, Inc.",$9.00,$0.50,-94.45%
"Jun 30, 2020",GSAH,GS Acquisition Holdings Corp. II,$10.00,$10.26,2.60%
"Jun 26, 2020",ACI,"Albertsons Companies, Inc.",$16.00,$21.46,34.13%
