IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Feb 25, 2021",GIIX,"Gores Holdings VIII, Inc.",$10.00,$10.06,0.60%
"Feb 25, 2021",HUGS,USHG Acquisition Corp.,$10.00,$10.05,0.50%
"Feb 25, 2021",ISLE,Isleworth Healthcare Acquisition Corp.,$10.00,$10.01,0.10%
"Feb 25, 2021",FLME,Flame Acquisition Corp.,$10.00,$10.25,2.50%
"Feb 25, 2021",EJFA,EJF Acquisition Corp.,$10.00,$5.91,-40.90%
"Feb 25, 2021",SCR,"Score Media & Gaming, Inc.",$27.00,$35.58,31.78%
"Feb 24, 2021",HIII,Hudson Executive Investment Corp. III,$10.00,$10.08,0.80%
"Feb 24, 2021",GLBL,Cartesian Growth Corporation,$10.00,$10.33,3.30%
"Feb 24, 2021",COLI,Colicity Inc.,$10.00,$10.07,0.70%
"Feb 24, 2021",SRNG,Soaring Eagle Acquisition Corp.,$10.00,$12.18,21.80%
"Feb 24, 2021",BOAS,BOA Acquisition Corp.,$10.00,$9.13,-8.70%
"Feb 23, 2021",SLAM,Slam Corp.,$10.00,$10.61,6.10%
"Feb 23, 2021",ANAC,Arctos NorthStar Acquisition Corp.,$10.00,$10.19,1.90%
"Feb 23, 2021",FTAA,FTAC Athena Acquisition Corp.,$10.00,$10.17,1.65%
"Feb 23, 2021",VELO,Velocity Acquisition Corp.,$10.00,$10.02,0.20%
"Feb 23, 2021",GSEV,"Gores Holdings VII, Inc.",$10.00,$10.00,-
"Feb 23, 2021",CMII,"CM Life Sciences II, Inc.",$10.00,$10.63,6.30%
"Feb 19, 2021",FACA,Figure Acquisition Corp. I,$10.00,$10.04,0.40%
"Feb 19, 2021",TWNFF,Tailwind International Acquisition Corp.,-,$10.18,NaN%
"Feb 19, 2021",SPGS,"Simon Property Group Acquisition Holdings, Inc.",$10.00,$10.09,0.90%
"Feb 19, 2021",ASPC,Alpha Capital Acquisition Company,$10.00,$6.95,-30.50%
"Feb 19, 2021",CFVI,CF Acquisition Corp. VI,$10.00,$12.04,20.40%
"Feb 19, 2021",BRPM,B. Riley Principal 150 Merger Corp.,$10.00,$13.02,30.20%
"Feb 18, 2021",KIII,Kismet Acquisition Three Corp.,$10.00,$10.16,1.60%
"Feb 18, 2021",FSRX,FinServ Acquisition Corp. II,$10.00,$10.13,1.30%
"Feb 18, 2021",QDRO,Quadro Acquisition One Corp.,$10.00,$10.48,4.80%
"Feb 17, 2021",NVSA,New Vista Acquisition Corp,$10.00,$10.17,1.70%
"Feb 17, 2021",PFDR,Pathfinder Acquisition Corporation,$10.00,$8.58,-14.20%
"Feb 17, 2021",SPTK,SportsTek Acquisition Corp.,$10.00,$10.15,1.50%
"Feb 17, 2021",ABGI,ABG Acquisition Corp. I,$10.00,$10.18,1.80%
"Feb 17, 2021",MACA,Moringa Acquisition Corp,$10.00,$10.45,4.50%
"Feb 17, 2021",VRPX,"Virpax Pharmaceuticals, Inc.",$10.00,$1.07,-89.30%
"Feb 17, 2021",AUUD,Auddia Inc.,$4.13,$0.45,-89.09%
"Feb 17, 2021",FSII,FS Development Corp. II,$10.00,$9.80,-2.00%
"Feb 16, 2021",MSAC,Medicus Sciences Acquisition Corp.,$10.00,-,-
"Feb 12, 2021",CVII,Churchill Capital Corp VII,$10.00,$10.30,3.00%
"Feb 12, 2021",CCVI,Churchill Capital Corp VI,$10.00,$10.36,3.60%
"Feb 12, 2021",SLAC,Social Leverage Acquisition Corp I,$10.00,$10.20,2.00%
"Feb 12, 2021",CHAA,Catcha Investment Corp,$10.00,$10.45,4.50%
"Feb 12, 2021",DBTX,"Decibel Therapeutics, Inc.",$18.00,$3.98,-77.89%
"Feb 12, 2021",BITE,Bite Acquisition Corp.,$10.00,$10.31,3.10%
"Feb 12, 2021",LGVN,Longeveron Inc.,$10.00,$3.75,-62.50%
"Feb 12, 2021",RCLF,Rosecliff Acquisition Corp I,$10.00,$10.45,4.50%
"Feb 12, 2021",TLIS,Talis Biomedical Corporation,$16.00,$0.49,-96.95%
"Feb 12, 2021",NEXI,"NexImmune, Inc.",$17.00,$0.28,-98.35%
"Feb 12, 2021",TCAC,Tuatara Capital Acquisition Corporation,$10.00,$8.55,-14.50%
"Feb 12, 2021",TSIB,Tishman Speyer Innovation Corp. II,$10.00,$10.06,0.60%
"Feb 12, 2021",SCLE,Broadscale Acquisition Corp.,$10.00,$10.05,0.50%
"Feb 11, 2021",SGFY,"Signify Health, Inc.",$24.00,$30.49,27.04%
"Feb 11, 2021",BMBL,Bumble Inc.,$43.00,$17.18,-60.05%
"Feb 11, 2021",LDI,"loanDepot, Inc.",$14.00,$1.94,-86.14%
"Feb 11, 2021",BVS,Bioventus Inc.,$13.00,$2.99,-77.00%
"Feb 11, 2021",PUCK,Goal Acquisitions Corp.,$10.00,$10.36,3.60%
"Feb 11, 2021",IACB,ION Acquisition Corp. 2 Ltd.,$10.00,$7.95,-20.50%
"Feb 11, 2021",APR,"Apria, Inc.",$20.00,$37.50,87.50%
"Feb 10, 2021",LGAC,Lazard Growth Acquisition Corp. I,$10.00,$10.18,1.80%
"Feb 10, 2021",SCOB,ScION Tech Growth II,$10.00,$10.20,1.95%
"Feb 10, 2021",APGB,Apollo Strategic Growth Capital II,$10.00,$10.28,2.80%
"Feb 10, 2021",DSP,Viant Technology Inc.,$25.00,$4.37,-82.52%
"Feb 10, 2021",GRI,"GRI Bio, Inc.",-,$5.39,-
"Feb 10, 2021",BPTS,Biophytis S.A.,$16.75,$2.58,-84.60%
"Feb 10, 2021",VLON,"Vallon Pharmaceuticals, Inc.",$8.00,-,-
"Feb 10, 2021",XPDI,Power & Digital Infrastructure Acquisition Corp.,$10.00,$9.60,-4.00%
"Feb 10, 2021",FORE,Foresight Acquisition Corp.,$10.00,$9.48,-5.20%
"Feb 9, 2021",ADRA,Adara Acquisition Corp.,$10.00,$3.85,-60.00%
"Feb 9, 2021",RAASY,Cloopen Group Holding Limited,$16.00,$0.00,-100.00%
"Feb 9, 2021",CPTK,Crown Proptech Acquisitions,$10.00,$10.24,2.40%
"Feb 9, 2021",PICC,Pivotal Investment Corporation III,$10.00,$10.04,0.40%
"Feb 9, 2021",EPOW,"Sunrise New Energy Co., Ltd.",$4.00,$2.70,-32.50%
"Feb 9, 2021",VENA,Venus Acquisition Corporation,$10.00,$10.47,4.70%
"Feb 9, 2021",PMGM,Priveterra Acquisition Corp.,$10.00,$7.11,-28.95%
"Feb 9, 2021",ADAG,Adagene Inc.,$19.00,$1.35,-92.89%
"Feb 9, 2021",PGRW,Progress Acquisition Corp.,$10.00,$10.31,3.10%
"Feb 9, 2021",EVOJ,Evo Acquisition Corp.,$10.00,$10.12,1.20%
"Feb 9, 2021",GIG,"GigCapital4, Inc.",$10.00,$10.03,0.30%
"Feb 9, 2021",ENNV,ECP Environmental Growth Opportunities Corp.,$10.00,$7.63,-23.70%
"Feb 9, 2021",SPAQ,Spartan Acquisition Corp. III,$10.00,$6.46,-35.40%
"Feb 8, 2021",BAOS,Baosheng Media Group Holdings Limited,$5.00,$6.95,39.00%
"Feb 5, 2021",IMCR,Immunocore Holdings plc,$26.00,$59.58,129.15%
"Feb 5, 2021",TERN,"Terns Pharmaceuticals, Inc.",$17.00,$10.94,-35.65%
"Feb 5, 2021",GSQD,G Squared Ascend I Inc.,$10.00,$10.17,1.74%
"Feb 5, 2021",COVA,COVA Acquisition Corp.,$10.00,$10.55,5.50%
"Feb 5, 2021",PHVS,Pharvaris N.V.,$20.00,$11.60,-42.00%
"Feb 5, 2021",CPUH,Compute Health Acquisition Corp.,$10.00,$10.65,6.50%
"Feb 5, 2021",VOR,Vor Biopharma Inc.,$18.00,$4.31,-76.06%
"Feb 5, 2021",HHLA,HH&L Acquisition Co.,$10.00,$10.49,4.90%
"Feb 5, 2021",RMGC,RMG Acquisition Corp. III,$10.00,$11.36,13.60%
"Feb 5, 2021",TBCP,Thunder Bridge Capital Partners III Inc.,$10.00,$10.24,2.40%
"Feb 5, 2021",QFTA,Quantum FinTech Acquisition Corporation,$10.00,$10.34,3.40%
"Feb 5, 2021",SDAC,Sustainable Development Acquisition I Corp.,$10.00,$10.33,3.30%
"Feb 5, 2021",BOLT,"Bolt Biotherapeutics, Inc.",$20.00,$1.39,-93.05%
"Feb 5, 2021",EVAX,Evaxion Biotech A/S,$10.00,$1.23,-87.70%
"Feb 5, 2021",ELTX,"Elicio Therapeutics, Inc.",-,$10.13,-
"Feb 5, 2021",CNEY,CN Energy Group. Inc.,$4.00,$0.20,-95.00%
"Feb 5, 2021",LHDXQ,"Lucira Health, Inc.",-,$0.03,-
"Feb 5, 2021",FWAA,Fifth Wall Acquisition Corp. I,$10.00,$12.10,21.00%
"Feb 5, 2021",KURI,Alkuri Global Acquisition Corp.,$10.00,$9.20,-8.00%
"Feb 5, 2021",JOFF,JOFF Fintech Acquisition Corp.,$10.00,$10.10,1.00%
"Feb 5, 2021",ATMR,Altimar Acquisition Corp. II,$10.00,$10.53,5.30%
"Feb 4, 2021",SANA,"Sana Biotechnology, Inc.",$25.00,$5.71,-77.16%
"Feb 4, 2021",ITQ,Itiquira Acquisition Corp.,$10.00,$10.17,1.70%
"Feb 4, 2021",ASAX,Astrea Acquisition Corp.,$10.00,$10.08,0.80%
"Feb 4, 2021",SNSE,"Sensei Biotherapeutics, Inc.",$19.00,$1.31,-93.11%
"Feb 4, 2021",LABP,"Landos Biopharma, Inc.",$16.00,$3.39,-78.81%
"Feb 4, 2021",ACII,Atlas Crest Investment Corp. II,$10.00,$10.07,0.70%
"Feb 4, 2021",DCRN,Decarbonization Plus Acquisition Corporation II,$10.00,$9.33,-6.70%
"Feb 4, 2021",ATC,Atotech Limited,$17.00,$22.71,33.59%
"Feb 4, 2021",CENH,Centricus Acquisition Corp.,$10.00,$8.35,-16.50%
"Feb 3, 2021",TIXT,TELUS International (Cda) Inc.,$25.00,$14.61,-41.56%
"Feb 3, 2021",ONTF,"ON24, Inc.",$50.00,$8.51,-82.98%
"Feb 3, 2021",PRPC,CC Neuberger Principal Holdings III,$10.00,$10.80,8.00%
"Feb 3, 2021",KRNL,"Kernel Group Holdings, Inc.",$10.00,$10.45,4.50%
"Feb 3, 2021",GHAC,Gaming & Hospitality Acquisition Corp.,$10.00,$10.07,0.70%
"Feb 3, 2021",TMAC,The Music Acquisition Corporation,$10.00,$10.10,1.00%
"Feb 2, 2021",AAC,Ares Acquisition Corporation,$10.00,$10.52,5.20%
"Feb 2, 2021",MDH,MDH Acquisition Corp.,$10.00,$10.04,0.40%
"Feb 2, 2021",JWSM,Jaws Mustang Acquisition Corporation,$10.00,$10.66,6.60%
"Feb 2, 2021",NRAC,Noble Rock Acquisition Corporation,$10.00,$10.45,4.50%
"Feb 2, 2021",THMA,Thimble Point Acquisition Corp.,$10.00,$9.30,-7.00%
"Jan 29, 2021",MIT,"Mason Industrial Technology, Inc.",$10.00,$10.14,1.40%
"Jan 29, 2021",TRIN,Trinity Capital Inc.,$14.00,$13.40,-4.29%
"Jan 29, 2021",HMPT,Home Point Capital Inc.,$13.00,$2.31,-82.23%
"Jan 29, 2021",EQHA,EQ Health Acquisition Corp.,$10.00,$10.06,0.60%
"Jan 29, 2021",BLUA,BlueRiver Acquisition Corp.,$10.00,$10.50,5.00%
"Jan 29, 2021",NLSP,NLS Pharmaceutics AG,$4.15,$1.02,-75.42%
"Jan 29, 2021",ZWRK,Z-Work Acquisition Corp.,$10.00,$10.08,0.80%
"Jan 29, 2021",GCAC,Growth Capital Acquisition Corp.,$10.00,$7.99,-20.10%
"Jan 29, 2021",BCAC,Brookline Capital Acquisition Corp.,$10.00,$22.71,127.10%
"Jan 29, 2021",CFV,CF Acquisition Corp. V,$10.00,$8.65,-13.50%
"Jan 29, 2021",CLRM,Clarim Acquisition Corp.,$10.00,$10.07,0.70%
"Jan 28, 2021",XM,Qualtrics International Inc.,$30.00,$18.05,-39.83%
"Jan 28, 2021",ZIM,ZIM Integrated Shipping Services Ltd.,$15.00,$12.18,-18.80%
"Jan 28, 2021",ITHX,ITHAX Acquisition Corp.,$10.00,$10.13,5.91%
"Jan 28, 2021",VINP,Vinci Partners Investments Ltd.,$18.00,$9.15,-49.17%
"Jan 28, 2021",TLGA,TLG Acquisition One Corp.,$10.00,$10.58,5.75%
"Jan 28, 2021",AGFY,Agrify Corporation,$10.00,$0.19,-98.08%
"Jan 28, 2021",OCDX,Ortho Clinical Diagnostics Holdings plc,$17.00,$17.63,3.71%
"Jan 28, 2021",IGNY,Ignyte Acquisition Corp.,$10.00,$13.05,30.50%
"Jan 27, 2021",SHLS,"Shoals Technologies Group, Inc.",$25.00,$24.08,-3.68%
"Jan 27, 2021",CSTA,Constellation Acquisition Corp I,$10.00,$10.56,5.60%
"Jan 27, 2021",TIRX,Tian Ruixiang Holdings Ltd,$4.00,$1.52,-62.00%
"Jan 27, 2021",FSSI,Fortistar Sustainable Solutions Corp.,$10.00,$10.08,0.80%
"Jan 27, 2021",HCAQ,HealthCor Catalio Acquisition Corp.,$10.00,$10.92,9.20%
"Jan 27, 2021",CLIM,Climate Real Impact Solutions II Acquisition Corporation,$10.00,$10.03,0.30%
"Jan 27, 2021",CAHC,CA Healthcare Acquisition Corp.,$10.00,$9.94,-0.60%
"Jan 26, 2021",DNZ,D and Z Media Acquisition Corp.,$10.00,$10.16,1.60%
"Jan 26, 2021",HCII,Hudson Executive Investment Corp. II,$10.00,$10.08,0.80%
"Jan 26, 2021",BIOT,Biotech Acquisition Company,$10.00,$10.15,1.50%
"Jan 26, 2021",DHHC,DiamondHead Holdings Corp.,$10.00,$12.68,26.80%
"Jan 26, 2021",NSTB,Northern Star Investment Corp. II,$10.00,$10.18,1.80%
"Jan 26, 2021",EZGO,EZGO Technologies Ltd.,$4.00,$1.69,-57.75%
"Jan 26, 2021",LMAO,"LMF Acquisition Opportunities, Inc.",$10.00,$12.35,23.50%
"Jan 26, 2021",SSAA,Science Strategic Acquisition Corp. Alpha,$10.00,$10.05,0.50%
"Jan 26, 2021",BTNB,Bridgetown 2 Holdings Limited,$10.00,$8.33,-16.70%
"Jan 22, 2021",RLX,RLX Technology Inc.,$12.00,$1.73,-85.58%
"Jan 22, 2021",PAX,Patria Investments Limited,$17.00,$15.00,-11.76%
"Jan 22, 2021",MNTK,"Montauk Renewables, Inc.",$8.50,$7.05,-17.06%
"Jan 22, 2021",PV,Primavera Capital Acquisition Corporation,$10.00,$7.63,-23.70%
"Jan 22, 2021",NAAC,North Atlantic Acquisition Corporation,$10.00,$10.15,1.50%
"Jan 22, 2021",JCIC,Jack Creek Investment Corp.,$10.00,$10.19,1.90%
"Jan 22, 2021",HUDI,"Huadi International Group Co., Ltd.",$8.00,$4.68,-41.50%
"Jan 22, 2021",VOSO,Virtuoso Acquisition Corp.,$10.00,$14.51,45.10%
"Jan 22, 2021",OEPW,One Equity Partners Open Water I Corp.,$10.00,$10.07,0.70%
"Jan 22, 2021",LMACA,Liberty Media Acquisition Corporation,$10.00,$10.06,0.60%
"Jan 22, 2021",EUSG,European Sustainable Growth Acquisition Corp.,$10.00,$9.77,-2.30%
"Jan 22, 2021",SHAC,SCP & CO Healthcare Acquisition Company,$10.00,$10.08,0.80%
"Jan 21, 2021",DFH,"Dream Finders Homes, Inc.",$13.00,$22.79,75.31%
"Jan 21, 2021",MYTE,MYT Netherlands Parent B.V.,$26.00,$3.61,-86.12%
"Jan 20, 2021",TZPS,TZP Strategies Acquisition Corp.,$10.00,$10.15,1.50%
"Jan 20, 2021",FOXW,FoxWayne Enterprises Acquisition Corp.,$10.00,$10.25,2.50%
"Jan 20, 2021",GMII,"Gores Metropoulos II, Inc.",$10.00,$8.37,-16.30%
"Jan 20, 2021",GMBT,Queen's Gambit Growth Capital,$10.00,$9.38,-6.20%
"Jan 20, 2021",OSTR,Oyster Enterprises Acquisition Corp.,$10.00,$10.07,0.70%
"Jan 20, 2021",LEGO,Legato Merger Corp.,$10.00,$11.25,12.50%
"Jan 15, 2021",DRVN,Driven Brands Holdings Inc.,$22.00,$25.85,17.50%
"Jan 15, 2021",PLTK,Playtika Holding Corp.,$27.00,$11.69,-56.70%
"Jan 15, 2021",HCIC,Hennessy Capital Investment Corp. V,$10.00,$10.05,0.50%
"Jan 15, 2021",CLAS,Class Acceleration Corp.,$10.00,$10.17,1.70%
"Jan 15, 2021",AEAC,Authentic Equity Acquisition Corp.,$10.00,$10.13,1.30%
"Jan 15, 2021",GNAC,Group Nine Acquisition Corp.,$10.00,$9.97,-0.30%
"Jan 15, 2021",ADER,26 Capital Acquisition Corp.,$10.00,$10.76,7.60%
"Jan 15, 2021",EAC,Edify Acquisition Corp.,$10.00,$10.52,5.21%
"Jan 15, 2021",OCAX,OCA Acquisition Corp.,$10.00,$10.43,4.30%
"Jan 15, 2021",TBA,Thoma Bravo Advantage,$10.00,-,-
"Jan 15, 2021",HCCC,Healthcare Capital Corp.,$10.00,$12.74,27.40%
"Jan 15, 2021",ROT,Rotor Acquisition Corp.,$10.00,$10.05,0.50%
"Jan 14, 2021",WOOF,"Petco Health and Wellness Company, Inc.",$18.00,$8.76,-51.33%
"Jan 14, 2021",POSH,"Poshmark, Inc.",$42.00,$17.90,-57.38%
"Jan 14, 2021",MON,Monument Circle Acquisition Corp.,$10.00,$10.07,-71.29%
"Jan 14, 2021",ENVI,Environmental Impact Acquisition Corp.,$10.00,$8.82,-11.80%
"Jan 14, 2021",SLCR,Silver Crest Acquisition Corporation,$10.00,$7.99,-20.10%
"Jan 13, 2021",AFRM,"Affirm Holdings, Inc.",$49.00,$14.81,-69.78%
"Jan 13, 2021",FINM,Marlin Technology Corporation,$10.00,$10.14,1.40%
"Jan 13, 2021",FCAX,Fortress Capital Acquisition Corp.,$10.00,$10.13,1.30%
"Jan 13, 2021",PNTM,Pontem Corporation,$10.00,$10.37,3.70%
"Jan 13, 2021",DLCA,Deep Lake Capital Acquisition Corp.,$10.00,$10.12,1.20%
"Jan 13, 2021",MSGM,Motorsport Games Inc.,$20.00,$4.21,-78.95%
"Jan 13, 2021",HLAH,"Hamilton Lane Alliance Holdings I, Inc.",$10.00,$10.08,0.80%
"Jan 13, 2021",NGAB,Northern Genesis Acquisition Corp. II,$10.00,$9.93,-0.70%
"Jan 12, 2021",GPAC,Global Partner Acquisition Corp II,$10.00,$10.60,5.95%
"Jan 12, 2021",ADEX,Adit EdTech Acquisition Corp.,$10.00,$10.59,5.90%
"Jan 12, 2021",QLI,Qilian International Holding Group Limited,$5.00,$0.91,-81.81%
"Jan 12, 2021",KUKE,Kuke Music Holding Limited,$10.00,$0.69,-93.10%
"Jan 12, 2021",ENFA,"890 5th Avenue Partners, Inc.",$10.00,$9.62,-3.80%
"Jan 12, 2021",SWET,Athlon Acquisition Corp.,$10.00,$10.06,0.60%
"Jan 12, 2021",BCYP,Big Cypress Acquisition Corp.,$10.00,$8.44,-15.60%
"Jan 11, 2021",LJAQ,LightJump Acquisition Corporation,$10.00,$12.10,21.00%
"Jan 8, 2021",SVFA,SVF Investment Corp.,$10.00,$10.15,1.50%
"Jan 8, 2021",EPHY,Epiphany Technology Acquisition Corp.,$10.00,$10.10,0.95%
"Jan 8, 2021",PACX,Pioneer Merger Corp.,$10.00,$10.20,2.00%
"Jan 8, 2021",CGEM,"Cullinan Oncology, Inc.",$21.00,$12.42,-40.86%
"Jan 8, 2021",POW,Powered Brands,$10.00,$10.13,1.25%
"Jan 8, 2021",GSAQ,Global Synergy Acquisition Corp.,$10.00,$10.00,-
"Jan 8, 2021",GRCL,Gracell Biotechnologies Inc.,$19.00,$4.22,-77.79%
"Jan 8, 2021",LHC,Leo Holdings Corp. II,$10.00,$10.60,6.00%
"Jan 8, 2021",PRSR,Prospector Capital Corp.,$10.00,$10.44,4.40%
"Jan 8, 2021",TMKR,Tastemaker Acquisition Corp.,$10.00,$10.66,6.60%
"Jan 8, 2021",PAQC,Provident Acquisition Corp.,$10.00,$11.00,10.00%
"Jan 8, 2021",KLAQ,KL Acquisition Corp.,$10.00,$10.09,0.90%
"Jan 8, 2021",EPWR,Empowerment & Inclusion Capital I Corp.,$10.00,$10.09,0.90%
"Jan 8, 2021",LWAC,Locust Walk Acquisition Corp.,$10.00,$16.98,69.80%
"Jan 8, 2021",MCAD,Mountain Crest Acquisition Corp. II,$10.00,$10.43,4.30%
"Jan 8, 2021",SWBK,Switchback II Corporation,$10.00,$9.35,-6.50%
"Jan 7, 2021",OMEG,Omega Alpha SPAC,$10.00,$10.10,1.00%
"Jan 7, 2021",INKA,KludeIn I Acquisition Corp.,$10.00,$10.42,4.24%
"Jan 7, 2021",AGCB,Altimeter Growth Corp. 2,$10.00,$10.11,1.10%
"Jan 7, 2021",VTIQ,VectoIQ Acquisition Corp. II,$10.00,$10.06,0.60%
"Jan 7, 2021",IVAN,Ivanhoe Capital Acquisition Corp.,$10.00,$7.68,-23.20%
"Jan 7, 2021",VCKA,Vickers Vantage Corp. I,$10.00,$9.35,-6.50%
"Jan 7, 2021",BLTS,Bright Lights Acquisition Corp.,$10.00,$10.01,0.10%
"Jan 6, 2021",KAIR,Kairos Acquisition Corp.,$10.00,$10.08,0.75%
"Jan 6, 2021",AKIC,Sports Ventures Acquisition Corp.,$10.00,$10.11,1.09%
"Jan 6, 2021",PPGH,Poema Global Holdings Corp.,$10.00,$12.74,27.40%
"Jan 6, 2021",STPC,Star Peak Corp. II,$10.00,$9.87,-1.30%
"Jan 5, 2021",CRU,Crucible Acquisition Corporation,$10.00,$10.05,0.50%
"Jan 5, 2021",FVT,Fortress Value Acquisition Corp. III,$10.00,$10.05,0.50%
"Jan 5, 2021",BENE,Benessere Capital Acquisition Corp.,$10.00,$10.44,4.40%
"Dec 30, 2022",ATMC,AlphaTime Acquisition Corp,$10.00,$10.38,3.80%
"Dec 29, 2022",COYA,"Coya Therapeutics, Inc.",$5.00,$4.69,-6.20%
"Dec 22, 2022",HSPO,Horizon Space Acquisition I Corp.,$10.00,$10.39,3.90%
"Dec 20, 2022",LIPO,Lipella Pharmaceuticals Inc.,$5.75,$1.99,-65.39%
"Dec 20, 2022",ATMV,AlphaVest Acquisition Corp,$10.00,$10.35,3.50%
"Dec 14, 2022",RAYA,Erayak Power Solution Group Inc.,$4.00,$2.24,-44.00%
"Dec 9, 2022",JEWL,Adamas One Corp.,$4.50,$1.06,-76.44%
"Nov 15, 2022",ACRV,"Acrivon Therapeutics, Inc.",$12.50,$13.65,9.20%
"Nov 11, 2022",ATAT,Atour Lifestyle Holdings Limited,$11.00,$15.73,43.00%
"Nov 10, 2022",PLTN,Plutonian Acquisition Corp.,$10.00,$10.38,3.80%
"Nov 10, 2022",SNAL,"Snail, Inc.",$5.00,$1.61,-67.80%
"Nov 10, 2022",ASPI,ASP Isotopes Inc.,$4.00,$0.48,-88.13%
"Oct 26, 2022",MBLY,Mobileye Global Inc.,$21.00,$37.16,76.95%
"Oct 20, 2022",PRME,"Prime Medicine, Inc.",$17.00,$15.00,-11.76%
"Oct 14, 2022",TENK,TenX Keane Acquisition Ordinary Share,$10.00,$10.53,5.30%
"Oct 14, 2022",HUDA,Hudson Acquisition I Corp.,$10.00,$10.34,3.40%
"Oct 13, 2022",SVII,Spring Valley Acquisition Corp. II,$10.00,$10.53,5.30%
"Oct 4, 2022",AQU,Aquaron Acquisition Corp.,$10.00,$10.45,4.50%
"Sep 30, 2022",QOMO,Qomolangma Acquisition Corp.,$10.00,$10.41,4.10%
"Sep 30, 2022",DMYY,"dMY Squared Technology Group, Inc.",$10.00,$10.27,2.70%
"Sep 30, 2022",LASE,Laser Photonics Corporation,$5.00,$2.90,-42.00%
"Sep 27, 2022",NXU,"Nxu, Inc.",$27.50,$0.50,-98.18%
"Sep 20, 2022",GLST,"Global Star Acquisition, Inc.",$10.00,$10.46,4.60%
"Sep 16, 2022",NXL,"Nexalin Technology, Inc.",$4.15,$0.90,-78.32%
"Sep 15, 2022",CRBG,"Corebridge Financial, Inc.",$21.00,$16.76,-20.19%
"Sep 15, 2022",THRD,"Third Harmonic Bio, Inc.",$17.00,$5.00,-70.59%
"Sep 13, 2022",WLDS,Wearable Devices Ltd.,$4.25,$1.77,-58.35%
"Sep 9, 2022",EFHT,EF Hutton Acquisition Corporation I Common Stock,$10.00,$10.32,3.20%
"Sep 9, 2022",YOSH,Yoshiharu Global Co.,$4.00,$0.83,-79.25%
"Sep 1, 2022",BIAF,"bioAffinity Technologies, Inc.",$6.13,$1.78,-70.94%
"Aug 31, 2022",SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",$8.13,$1.14,-85.99%
"Aug 30, 2022",HPCO,"Hempacco Co., Inc.",$6.00,$0.44,-92.67%
"Aug 26, 2022",JZ,Jianzhi Education Technology Group Company Limited,$5.00,$1.00,-80.00%
"Aug 26, 2022",PXMD,"PaxMedica, Inc.",$5.25,$0.80,-84.71%
"Aug 26, 2022",ONFO,"Onfolio Holdings, Inc.",$5.00,$1.23,-75.38%
"Aug 26, 2022",JFBR,Jeffs' Brands Ltd,$4.16,$0.74,-82.21%
"Aug 25, 2022",MOB,Mobilicom Ltd,$4.13,$1.39,-66.34%
"Aug 23, 2022",STBX,Starbox Group Holdings Ltd.,$4.00,$3.04,-24.00%
"Aug 18, 2022",GCT,GigaCloud Technology Inc.,$12.25,$7.79,-36.41%
"Aug 15, 2022",LUCY,"Innovative Eyewear, Inc.",$7.50,$0.93,-87.60%
"Aug 12, 2022",FRZA,"Forza X1, Inc.",$5.00,$1.34,-73.20%
"Aug 12, 2022",REBN,"Reborn Coffee, Inc.",$5.00,$0.81,-83.80%
"Aug 12, 2022",CHG,CorpHousing Group Inc.,$4.00,$1.32,-
"Aug 11, 2022",HMAC,Hainan Manaslu Acquisition Corp.,$10.00,$10.60,6.00%
"Aug 11, 2022",TGL,Treasure Global Inc.,$4.00,$1.18,-70.50%
"Aug 10, 2022",EMCG,WisdomTree Emerging Markets Consumer Growth Fund,$10.00,$10.57,5.70%
"Aug 5, 2022",PTWO,"Pono Capital Two, Inc.",$10.00,$10.29,2.90%
"Aug 5, 2022",MEGL,Magic Empire Global Limited,$4.00,$1.65,-58.79%
"Aug 4, 2022",MOBV,Mobiv Acquisition Corp,$10.00,$10.56,5.60%
"Aug 3, 2022",BRSH,Bruush Oral Care Inc.,$4.16,$0.31,-92.59%
"Jul 29, 2022",MGAM,Mobile Global Esports Inc.,$4.00,$0.50,-87.51%
"Jul 28, 2022",MAIA,"MAIA Biotechnology, Inc.",$5.00,$2.24,-55.20%
"Jul 21, 2022",VRAX,Virax Biolabs Group Limited,$5.00,$0.36,-92.80%
"Jul 15, 2022",HKD,AMTD Digital Inc.,$7.80,$6.51,-16.54%
"Jul 13, 2022",ILAG,Intelligent Living Application Group Inc.,$4.00,$1.09,-72.75%
"Jul 12, 2022",,Nano Labs Ltd,$11.50,$1.84,-84.00%
"Jun 28, 2022",IE,Ivanhoe Electric Inc.,$11.75,$13.51,14.98%
"Jun 24, 2022",SKGR,SK Growth Opportunities Corporation,$10.00,$10.59,5.90%
"Jun 22, 2022",GSUN,Golden Sun Education Group Limited,$4.00,$1.11,-72.25%
"Jun 16, 2022",FLFV,Feutune Light Acquisition Corporation,$10.00,$10.49,4.90%
"Jun 15, 2022",LYT,Lytus Technologies Holdings PTV. Ltd.,$4.75,$0.46,-90.32%
"Jun 15, 2022",HSCS,"Heart Test Laboratories, Inc.",$4.25,$0.95,-77.54%
"Jun 10, 2022",ACAC,Acri Capital Acquisition Corporation,$10.00,$10.81,8.10%
"Jun 8, 2022",PEV,Phoenix Motor Inc.,$7.50,$0.79,-89.47%
"Jun 3, 2022",SVRE,SaverOne 2014 Ltd,$5.80,$1.42,-75.52%
"Jun 1, 2022",TOP,TOP Financial Group Limited,$5.00,$6.23,24.60%
